"Text","Title","Chapter"
"two o’clock in the morning, reviewing his success and developing his","Great Expectations",31
"plans. I forget in detail what they were, but I have a general","Great Expectations",31
"recollection that he was to begin with reviving the Drama, and to end","Great Expectations",31
"with crushing it; inasmuch as his decease would leave it utterly bereft","Great Expectations",31
"and without a chance or hope.","Great Expectations",31
"","Great Expectations",31
"Miserably I went to bed after all, and miserably thought of Estella,","Great Expectations",31
"and miserably dreamed that my expectations were all cancelled, and that","Great Expectations",31
"I had to give my hand in marriage to Herbert’s Clara, or play Hamlet to","Great Expectations",31
"Miss Havisham’s Ghost, before twenty thousand people, without knowing","Great Expectations",31
"twenty words of it.","Great Expectations",31
"","Great Expectations",31
"","Great Expectations",31
"","Great Expectations",31
"","Great Expectations",31
"Chapter XXXII.","Great Expectations",32
"","Great Expectations",32
"","Great Expectations",32
"One day when I was busy with my books and Mr. Pocket, I received a note","Great Expectations",32
"by the post, the mere outside of which threw me into a great flutter;","Great Expectations",32
"for, though I had never seen the handwriting in which it was addressed,","Great Expectations",32
"I divined whose hand it was. It had no set beginning, as Dear Mr. Pip,","Great Expectations",32
"or Dear Pip, or Dear Sir, or Dear Anything, but ran thus:—","Great Expectations",32
"","Great Expectations",32
"“I am to come to London the day after to-morrow by the midday coach. I","Great Expectations",32
"believe it was settled you should meet me? At all events Miss Havisham","Great Expectations",32
"has that impression, and I write in obedience to it. She sends you her","Great Expectations",32
"regard.","Great Expectations",32
"","Great Expectations",32
"","Great Expectations",32
"“Yours, ESTELLA.”","Great Expectations",32
"","Great Expectations",32
"","Great Expectations",32
"If there had been time, I should probably have ordered several suits of","Great Expectations",32
"clothes for this occasion; but as there was not, I was fain to be","Great Expectations",32
"content with those I had. My appetite vanished instantly, and I knew no","Great Expectations",32
"peace or rest until the day arrived. Not that its arrival brought me","Great Expectations",32
"either; for, then I was worse than ever, and began haunting the","Great Expectations",32
"coach-office in Wood Street, Cheapside, before the coach had left the","Great Expectations",32
"Blue Boar in our town. For all that I knew this perfectly well, I still","Great Expectations",32
"felt as if it were not safe to let the coach-office be out of my sight","Great Expectations",32
"longer than five minutes at a time; and in this condition of unreason I","Great Expectations",32
"had performed the first half-hour of a watch of four or five hours,","Great Expectations",32
"when Wemmick ran against me.","Great Expectations",32
"","Great Expectations",32
"“Halloa, Mr. Pip,” said he; “how do you do? I should hardly have","Great Expectations",32
"thought this was _your_ beat.”","Great Expectations",32
"","Great Expectations",32
"I explained that I was waiting to meet somebody who was coming up by","Great Expectations",32
"coach, and I inquired after the Castle and the Aged.","Great Expectations",32
"","Great Expectations",32
"“Both flourishing thankye,” said Wemmick, “and particularly the Aged.","Great Expectations",32
"He’s in wonderful feather. He’ll be eighty-two next birthday. I have a","Great Expectations",32
"notion of firing eighty-two times, if the neighbourhood shouldn’t","Great Expectations",32
"complain, and that cannon of mine should prove equal to the pressure.","Great Expectations",32
"However, this is not London talk. Where do you think I am going to?”","Great Expectations",32
"","Great Expectations",32
"“To the office?” said I, for he was tending in that direction.","Great Expectations",32
"","Great Expectations",32
"“Next thing to it,” returned Wemmick, “I am going to Newgate. We are in","Great Expectations",32
"a banker’s-parcel case just at present, and I have been down the road","Great Expectations",32
"taking a squint at the scene of action, and thereupon must have a word","Great Expectations",32
"or two with our client.”","Great Expectations",32
"","Great Expectations",32
"“Did your client commit the robbery?” I asked.","Great Expectations",32
"","Great Expectations",32
"“Bless your soul and body, no,” answered Wemmick, very drily. “But he","Great Expectations",32
"is accused of it. So might you or I be. Either of us might be accused","Great Expectations",32
"of it, you know.”","Great Expectations",32
"","Great Expectations",32
"“Only neither of us is,” I remarked.","Great Expectations",32
"","Great Expectations",32
"“Yah!” said Wemmick, touching me on the breast with his forefinger;","Great Expectations",32
"“you’re a deep one, Mr. Pip! Would you like to have a look at Newgate?","Great Expectations",32
"Have you time to spare?”","Great Expectations",32
"","Great Expectations",32
"I had so much time to spare, that the proposal came as a relief,","Great Expectations",32
"notwithstanding its irreconcilability with my latent desire to keep my","Great Expectations",32
"eye on the coach-office. Muttering that I would make the inquiry","Great Expectations",32
"whether I had time to walk with him, I went into the office, and","Great Expectations",32
"ascertained from the clerk with the nicest precision and much to the","Great Expectations",32
"trying of his temper, the earliest moment at which the coach could be","Great Expectations",32
"expected,—which I knew beforehand, quite as well as he. I then rejoined","Great Expectations",32
"Mr. Wemmick, and affecting to consult my watch, and to be surprised by","Great Expectations",32
"the information I had received, accepted his offer.","Great Expectations",32
"","Great Expectations",32
"We were at Newgate in a few minutes, and we passed through the lodge","Great Expectations",32
"where some fetters were hanging up on the bare walls among the prison","Great Expectations",32
"rules, into the interior of the jail. At that time jails were much","Great Expectations",32
"neglected, and the period of exaggerated reaction consequent on all","Great Expectations",32
"public wrongdoing—and which is always its heaviest and longest","Great Expectations",32
"punishment—was still far off. So, felons were not lodged and fed better","Great Expectations",32
"than soldiers (to say nothing of paupers), and seldom set fire to their","Great Expectations",32
"prisons with the excusable object of improving the flavour of their","Great Expectations",32
"soup. It was visiting time when Wemmick took me in, and a potman was","Great Expectations",32
"going his rounds with beer; and the prisoners, behind bars in yards,","Great Expectations",32
"were buying beer, and talking to friends; and a frowzy, ugly,","Great Expectations",32
"disorderly, depressing scene it was.","Great Expectations",32
"","Great Expectations",32
"It struck me that Wemmick walked among the prisoners much as a gardener","Great Expectations",32
"might walk among his plants. This was first put into my head by his","Great Expectations",32
"seeing a shoot that had come up in the night, and saying, “What,","Great Expectations",32
"Captain Tom? Are _you_ there? Ah, indeed!” and also, “Is that Black","Great Expectations",32
"Bill behind the cistern? Why I didn’t look for you these two months;","Great Expectations",32
"how do you find yourself?” Equally in his stopping at the bars and","Great Expectations",32
"attending to anxious whisperers,—always singly,—Wemmick with his","Great Expectations",32
"post-office in an immovable state, looked at them while in conference,","Great Expectations",32
"as if he were taking particular notice of the advance they had made,","Great Expectations",32
"since last observed, towards coming out in full blow at their trial.","Great Expectations",32
"","Great Expectations",32
"He was highly popular, and I found that he took the familiar department","Great Expectations",32
"of Mr. Jaggers’s business; though something of the state of Mr. Jaggers","Great Expectations",32
"hung about him too, forbidding approach beyond certain limits. His","Great Expectations",32
"personal recognition of each successive client was comprised in a nod,","Great Expectations",32
"and in his settling his hat a little easier on his head with both","Great Expectations",32
"hands, and then tightening the post-office, and putting his hands in","Great Expectations",32
"his pockets. In one or two instances there was a difficulty respecting","Great Expectations",32
"the raising of fees, and then Mr. Wemmick, backing as far as possible","Great Expectations",32
"from the insufficient money produced, said, “it’s no use, my boy. I’m","Great Expectations",32
"only a subordinate. I can’t take it. Don’t go on in that way with a","Great Expectations",32
"subordinate. If you are unable to make up your quantum, my boy, you had","Great Expectations",32
"better address yourself to a principal; there are plenty of principals","Great Expectations",32
"in the profession, you know, and what is not worth the while of one,","Great Expectations",32
"may be worth the while of another; that’s my recommendation to you,","Great Expectations",32
"speaking as a subordinate. Don’t try on useless measures. Why should","Great Expectations",32
"you? Now, who’s next?”","Great Expectations",32
"","Great Expectations",32
"Thus, we walked through Wemmick’s greenhouse, until he turned to me and","Great Expectations",32
"said, “Notice the man I shall shake hands with.” I should have done so,","Great Expectations",32
"without the preparation, as he had shaken hands with no one yet.","Great Expectations",32
"","Great Expectations",32
"Almost as soon as he had spoken, a portly upright man (whom I can see","Great Expectations",32
"now, as I write) in a well-worn olive-coloured frock-coat, with a","Great Expectations",32
"peculiar pallor overspreading the red in his complexion, and eyes that","Great Expectations",32
"went wandering about when he tried to fix them, came up to a corner of","Great Expectations",32
"the bars, and put his hand to his hat—which had a greasy and fatty","Great Expectations",32
"surface like cold broth—with a half-serious and half-jocose military","Great Expectations",32
"salute.","Great Expectations",32
"","Great Expectations",32
"“Colonel, to you!” said Wemmick; “how are you, Colonel?”","Great Expectations",32
"","Great Expectations",32
"“All right, Mr. Wemmick.”","Great Expectations",32
"","Great Expectations",32
"“Everything was done that could be done, but the evidence was too","Great Expectations",32
"strong for us, Colonel.”","Great Expectations",32
"","Great Expectations",32
"“Yes, it was too strong, sir,—but _I_ don’t care.”","Great Expectations",32
"","Great Expectations",32
"“No, no,” said Wemmick, coolly, “_you_ don’t care.” Then, turning to","Great Expectations",32
"me, “Served His Majesty this man. Was a soldier in the line and bought","Great Expectations",32
"his discharge.”","Great Expectations",32
"","Great Expectations",32
"I said, “Indeed?” and the man’s eyes looked at me, and then looked over","Great Expectations",32
"my head, and then looked all round me, and then he drew his hand across","Great Expectations",32
"his lips and laughed.","Great Expectations",32
"","Great Expectations",32
"“I think I shall be out of this on Monday, sir,” he said to Wemmick.","Great Expectations",32
"","Great Expectations",32
"“Perhaps,” returned my friend, “but there’s no knowing.”","Great Expectations",32
"","Great Expectations",32
"“I am glad to have the chance of bidding you good-bye, Mr. Wemmick,”","Great Expectations",32
"said the man, stretching out his hand between two bars.","Great Expectations",32
"","Great Expectations",32
"“Thankye,” said Wemmick, shaking hands with him. “Same to you,","Great Expectations",32
"Colonel.”","Great Expectations",32
"","Great Expectations",32
"“If what I had upon me when taken had been real, Mr. Wemmick,” said the","Great Expectations",32
"man, unwilling to let his hand go, “I should have asked the favour of","Great Expectations",32
"your wearing another ring—in acknowledgment of your attentions.”","Great Expectations",32
"","Great Expectations",32
"“I’ll accept the will for the deed,” said Wemmick. “By the by; you were","Great Expectations",32
"quite a pigeon-fancier.” The man looked up at the sky. “I am told you","Great Expectations",32
"had a remarkable breed of tumblers. _Could_ you commission any friend","Great Expectations",32
"of yours to bring me a pair, if you’ve no further use for ’em?”","Great Expectations",32
"","Great Expectations",32
"“It shall be done, sir.”","Great Expectations",32
"","Great Expectations",32
"“All right,” said Wemmick, “they shall be taken care of.","Great Expectations",32
"Good-afternoon, Colonel. Good-bye!” They shook hands again, and as we","Great Expectations",32
"walked away Wemmick said to me, “A Coiner, a very good workman. The","Great Expectations",32
"Recorder’s report is made to-day, and he is sure to be executed on","Great Expectations",32
"Monday. Still you see, as far as it goes, a pair of pigeons are","Great Expectations",32
"portable property all the same.” With that, he looked back, and nodded","Great Expectations",32
"at this dead plant, and then cast his eyes about him in walking out of","Great Expectations",32
"the yard, as if he were considering what other pot would go best in its","Great Expectations",32
"place.","Great Expectations",32
"","Great Expectations",32
"As we came out of the prison through the lodge, I found that the great","Great Expectations",32
"importance of my guardian was appreciated by the turnkeys, no less than","Great Expectations",32
"by those whom they held in charge. “Well, Mr. Wemmick,” said the","Great Expectations",32
"turnkey, who kept us between the two studded and spiked lodge gates,","Great Expectations",32
"and who carefully locked one before he unlocked the other, “what’s Mr.","Great Expectations",32
"Jaggers going to do with that water-side murder? Is he going to make it","Great Expectations",32
"manslaughter, or what’s he going to make of it?”","Great Expectations",32
"","Great Expectations",32
"“Why don’t you ask him?” returned Wemmick.","Great Expectations",32
"","Great Expectations",32
"“O yes, I dare say!” said the turnkey.","Great Expectations",32
"","Great Expectations",32
"“Now, that’s the way with them here, Mr. Pip,” remarked Wemmick,","Great Expectations",32
"turning to me with his post-office elongated. “They don’t mind what","Great Expectations",32
"they ask of me, the subordinate; but you’ll never catch ’em asking any","Great Expectations",32
"questions of my principal.”","Great Expectations",32
"","Great Expectations",32
"“Is this young gentleman one of the ’prentices or articled ones of your","Great Expectations",32
"office?” asked the turnkey, with a grin at Mr. Wemmick’s humour.","Great Expectations",32
"","Great Expectations",32
"“There he goes again, you see!” cried Wemmick, “I told you so! Asks","Great Expectations",32
"another question of the subordinate before his first is dry! Well,","Great Expectations",32
"supposing Mr. Pip is one of them?”","Great Expectations",32
"","Great Expectations",32
"“Why then,” said the turnkey, grinning again, “he knows what Mr.","Great Expectations",32
"Jaggers is.”","Great Expectations",32
"","Great Expectations",32
"“Yah!” cried Wemmick, suddenly hitting out at the turnkey in a","Great Expectations",32
"facetious way, “you’re dumb as one of your own keys when you have to do","Great Expectations",32
"with my principal, you know you are. Let us out, you old fox, or I’ll","Great Expectations",32
"get him to bring an action against you for false imprisonment.”","Great Expectations",32
"","Great Expectations",32
"The turnkey laughed, and gave us good day, and stood laughing at us","Great Expectations",32
"over the spikes of the wicket when we descended the steps into the","Great Expectations",32
"street.","Great Expectations",32
"","Great Expectations",32
"“Mind you, Mr. Pip,” said Wemmick, gravely in my ear, as he took my arm","Great Expectations",32
"to be more confidential; “I don’t know that Mr. Jaggers does a better","Great Expectations",32
"thing than the way in which he keeps himself so high. He’s always so","Great Expectations",32
"high. His constant height is of a piece with his immense abilities.","Great Expectations",32
"That Colonel durst no more take leave of _him_, than that turnkey durst","Great Expectations",32
"ask him his intentions respecting a case. Then, between his height and","Great Expectations",32
"them, he slips in his subordinate,—don’t you see?—and so he has ’em,","Great Expectations",32
"soul and body.”","Great Expectations",32
"","Great Expectations",32
"I was very much impressed, and not for the first time, by my guardian’s","Great Expectations",32
"subtlety. To confess the truth, I very heartily wished, and not for the","Great Expectations",32
"first time, that I had had some other guardian of minor abilities.","Great Expectations",32
"","Great Expectations",32
"Mr. Wemmick and I parted at the office in Little Britain, where","Great Expectations",32
"suppliants for Mr. Jaggers’s notice were lingering about as usual, and","Great Expectations",32
"I returned to my watch in the street of the coach-office, with some","Great Expectations",32
"three hours on hand. I consumed the whole time in thinking how strange","Great Expectations",32
"it was that I should be encompassed by all this taint of prison and","Great Expectations",32
"crime; that, in my childhood out on our lonely marshes on a winter","Great Expectations",32
"evening, I should have first encountered it; that, it should have","Great Expectations",32
"reappeared on two occasions, starting out like a stain that was faded","Great Expectations",32
"but not gone; that, it should in this new way pervade my fortune and","Great Expectations",32
"advancement. While my mind was thus engaged, I thought of the beautiful","Great Expectations",32
"young Estella, proud and refined, coming towards me, and I thought with","Great Expectations",32
"absolute abhorrence of the contrast between the jail and her. I wished","Great Expectations",32
"that Wemmick had not met me, or that I had not yielded to him and gone","Great Expectations",32
"with him, so that, of all days in the year on this day, I might not","Great Expectations",32
"have had Newgate in my breath and on my clothes. I beat the prison dust","Great Expectations",32
"off my feet as I sauntered to and fro, and I shook it out of my dress,","Great Expectations",32
"and I exhaled its air from my lungs. So contaminated did I feel,","Great Expectations",32
"remembering who was coming, that the coach came quickly after all, and","Great Expectations",32
"I was not yet free from the soiling consciousness of Mr. Wemmick’s","Great Expectations",32
"conservatory, when I saw her face at the coach window and her hand","Great Expectations",32
"waving to me.","Great Expectations",32
"","Great Expectations",32
"What _was_ the nameless shadow which again in that one instant had","Great Expectations",32
"passed?","Great Expectations",32
"","Great Expectations",32
"","Great Expectations",32
"","Great Expectations",32
"","Great Expectations",32
"Chapter LVIII.","Great Expectations",58
"","Great Expectations",58
"","Great Expectations",58
"The tidings of my high fortunes having had a heavy fall had got down to","Great Expectations",58
"my native place and its neighbourhood before I got there. I found the","Great Expectations",58
"Blue Boar in possession of the intelligence, and I found that it made a","Great Expectations",58
"great change in the Boar’s demeanour. Whereas the Boar had cultivated","Great Expectations",58
"my good opinion with warm assiduity when I was coming into property,","Great Expectations",58
"the Boar was exceedingly cool on the subject now that I was going out","Great Expectations",58
"of property.","Great Expectations",58
"","Great Expectations",58
"It was evening when I arrived, much fatigued by the journey I had so","Great Expectations",58
"often made so easily. The Boar could not put me into my usual bedroom,","Great Expectations",58
"which was engaged (probably by some one who had expectations), and","Great Expectations",58
"could only assign me a very indifferent chamber among the pigeons and","Great Expectations",58
"post-chaises up the yard. But I had as sound a sleep in that lodging as","Great Expectations",58
"in the most superior accommodation the Boar could have given me, and","Great Expectations",58
"the quality of my dreams was about the same as in the best bedroom.","Great Expectations",58
"","Great Expectations",58
"Early in the morning, while my breakfast was getting ready, I strolled","Great Expectations",58
"round by Satis House. There were printed bills on the gate and on bits","Great Expectations",58
"of carpet hanging out of the windows, announcing a sale by auction of","Great Expectations",58
"the Household Furniture and Effects, next week. The House itself was to","Great Expectations",58
"be sold as old building materials, and pulled down. LOT 1 was marked in","Great Expectations",58
"whitewashed knock-knee letters on the brew house; LOT 2 on that part of","Great Expectations",58
"the main building which had been so long shut up. Other lots were","Great Expectations",58
"marked off on other parts of the structure, and the ivy had been torn","Great Expectations",58
"down to make room for the inscriptions, and much of it trailed low in","Great Expectations",58
"the dust and was withered already. Stepping in for a moment at the open","Great Expectations",58
"gate, and looking around me with the uncomfortable air of a stranger","Great Expectations",58
"who had no business there, I saw the auctioneer’s clerk walking on the","Great Expectations",58
"casks and telling them off for the information of a catalogue-compiler,","Great Expectations",58
"pen in hand, who made a temporary desk of the wheeled chair I had so","Great Expectations",58
"often pushed along to the tune of Old Clem.","Great Expectations",58
"","Great Expectations",58
"When I got back to my breakfast in the Boar’s coffee-room, I found Mr.","Great Expectations",58
"Pumblechook conversing with the landlord. Mr. Pumblechook (not improved","Great Expectations",58
"in appearance by his late nocturnal adventure) was waiting for me, and","Great Expectations",58
"addressed me in the following terms:—","Great Expectations",58
"","Great Expectations",58
"“Young man, I am sorry to see you brought low. But what else could be","Great Expectations",58
"expected! what else could be expected!”","Great Expectations",58
"","Great Expectations",58
"As he extended his hand with a magnificently forgiving air, and as I","Great Expectations",58
"was broken by illness and unfit to quarrel, I took it.","Great Expectations",58
"","Great Expectations",58
"“William,” said Mr. Pumblechook to the waiter, “put a muffin on table.","Great Expectations",58
"And has it come to this! Has it come to this!”","Great Expectations",58
"","Great Expectations",58
"I frowningly sat down to my breakfast. Mr. Pumblechook stood over me","Great Expectations",58
"and poured out my tea—before I could touch the teapot—with the air of a","Great Expectations",58
"benefactor who was resolved to be true to the last.","Great Expectations",58
"","Great Expectations",58
"“William,” said Mr. Pumblechook, mournfully, “put the salt on. In","Great Expectations",58
"happier times,” addressing me, “I think you took sugar? And did you","Great Expectations",58
"take milk? You did. Sugar and milk. William, bring a watercress.”","Great Expectations",58
"","Great Expectations",58
"“Thank you,” said I, shortly, “but I don’t eat watercresses.”","Great Expectations",58
"","Great Expectations",58
"“You don’t eat ’em,” returned Mr. Pumblechook, sighing and nodding his","Great Expectations",58
"head several times, as if he might have expected that, and as if","Great Expectations",58
"abstinence from watercresses were consistent with my downfall. “True.","Great Expectations",58
"The simple fruits of the earth. No. You needn’t bring any, William.”","Great Expectations",58
"","Great Expectations",58
"I went on with my breakfast, and Mr. Pumblechook continued to stand","Great Expectations",58
"over me, staring fishily and breathing noisily, as he always did.","Great Expectations",58
"","Great Expectations",58
"“Little more than skin and bone!” mused Mr. Pumblechook, aloud. “And","Great Expectations",58
"yet when he went from here (I may say with my blessing), and I spread","Great Expectations",58
"afore him my humble store, like the Bee, he was as plump as a Peach!”","Great Expectations",58
"","Great Expectations",58
"This reminded me of the wonderful difference between the servile manner","Great Expectations",58
"in which he had offered his hand in my new prosperity, saying, “May I?”","Great Expectations",58
"and the ostentatious clemency with which he had just now exhibited the","Great Expectations",58
"same fat five fingers.","Great Expectations",58
"","Great Expectations",58
"“Hah!” he went on, handing me the bread and butter. “And air you","Great Expectations",58
"a-going to Joseph?”","Great Expectations",58
"","Great Expectations",58
"“In heaven’s name,” said I, firing in spite of myself, “what does it","Great Expectations",58
"matter to you where I am going? Leave that teapot alone.”","Great Expectations",58
"","Great Expectations",58
"It was the worst course I could have taken, because it gave Pumblechook","Great Expectations",58
"the opportunity he wanted.","Great Expectations",58
"","Great Expectations",58
"“Yes, young man,” said he, releasing the handle of the article in","Great Expectations",58
"question, retiring a step or two from my table, and speaking for the","Great Expectations",58
"behoof of the landlord and waiter at the door, “I _will_ leave that","Great Expectations",58
"teapot alone. You are right, young man. For once you are right. I","Great Expectations",58
"forgit myself when I take such an interest in your breakfast, as to","Great Expectations",58
"wish your frame, exhausted by the debilitating effects of","Great Expectations",58
"prodigygality, to be stimilated by the ’olesome nourishment of your","Great Expectations",58
"forefathers. And yet,” said Pumblechook, turning to the landlord and","Great Expectations",58
"waiter, and pointing me out at arm’s length, “this is him as I ever","Great Expectations",58
"sported with in his days of happy infancy! Tell me not it cannot be; I","Great Expectations",58
"tell you this is him!”","Great Expectations",58
"","Great Expectations",58
"A low murmur from the two replied. The waiter appeared to be","Great Expectations",58
"particularly affected.","Great Expectations",58
"","Great Expectations",58
"“This is him,” said Pumblechook, “as I have rode in my shay-cart. This","Great Expectations",58
"is him as I have seen brought up by hand. This is him untoe the sister","Great Expectations",58
"of which I was uncle by marriage, as her name was Georgiana M’ria from","Great Expectations",58
"her own mother, let him deny it if he can!”","Great Expectations",58
"","Great Expectations",58
"The waiter seemed convinced that I could not deny it, and that it gave","Great Expectations",58
"the case a black look.","Great Expectations",58
"","Great Expectations",58
"“Young man,” said Pumblechook, screwing his head at me in the old","Great Expectations",58
"fashion, “you air a-going to Joseph. What does it matter to me, you ask","Great Expectations",58
"me, where you air a-going? I say to you, Sir, you air a-going to","Great Expectations",58
"Joseph.”","Great Expectations",58
"","Great Expectations",58
"The waiter coughed, as if he modestly invited me to get over that.","Great Expectations",58
"","Great Expectations",58
"“Now,” said Pumblechook, and all this with a most exasperating air of","Great Expectations",58
"saying in the cause of virtue what was perfectly convincing and","Great Expectations",58
"conclusive, “I will tell you what to say to Joseph. Here is Squires of","Great Expectations",58
"the Boar present, known and respected in this town, and here is","Great Expectations",58
"William, which his father’s name was Potkins if I do not deceive","Great Expectations",58
"myself.”","Great Expectations",58
"","Great Expectations",58
"“You do not, sir,” said William.","Great Expectations",58
"","Great Expectations",58
"“In their presence,” pursued Pumblechook, “I will tell you, young man,","Great Expectations",58
"what to say to Joseph. Says you, “Joseph, I have this day seen my","Great Expectations",58
"earliest benefactor and the founder of my fortun’s. I will name no","Great Expectations",58
"names, Joseph, but so they are pleased to call him up town, and I have","Great Expectations",58
"seen that man.”","Great Expectations",58
"","Great Expectations",58
"“I swear I don’t see him here,” said I.","Great Expectations",58
"","Great Expectations",58
"“Say that likewise,” retorted Pumblechook. “Say you said that, and even","Great Expectations",58
"Joseph will probably betray surprise.”","Great Expectations",58
"","Great Expectations",58
"“There you quite mistake him,” said I. “I know better.”","Great Expectations",58
"","Great Expectations",58
"“Says you,” Pumblechook went on, “‘Joseph, I have seen that man, and","Great Expectations",58
"that man bears you no malice and bears me no malice. He knows your","Great Expectations",58
"character, Joseph, and is well acquainted with your pig-headedness and","Great Expectations",58
"ignorance; and he knows my character, Joseph, and he knows my want of","Great Expectations",58
"gratitoode. Yes, Joseph,’ says you,” here Pumblechook shook his head","Great Expectations",58
"and hand at me, “‘he knows my total deficiency of common human","Great Expectations",58
"gratitoode. _He_ knows it, Joseph, as none can. _You_ do not know it,","Great Expectations",58
"Joseph, having no call to know it, but that man do.’”","Great Expectations",58
"","Great Expectations",58
"Windy donkey as he was, it really amazed me that he could have the face","Great Expectations",58
"to talk thus to mine.","Great Expectations",58
"","Great Expectations",58
"“Says you, ‘Joseph, he gave me a little message, which I will now","Great Expectations",58
"repeat. It was that, in my being brought low, he saw the finger of","Great Expectations",58
"Providence. He knowed that finger when he saw Joseph, and he saw it","Great Expectations",58
"plain. It pinted out this writing, Joseph. _Reward of ingratitoode to","Great Expectations",58
"his earliest benefactor, and founder of fortun’s_. But that man said he","Great Expectations",58
"did not repent of what he had done, Joseph. Not at all. It was right to","Great Expectations",58
"do it, it was kind to do it, it was benevolent to do it, and he would","Great Expectations",58
"do it again.’”","Great Expectations",58
"","Great Expectations",58
"“It’s pity,” said I, scornfully, as I finished my interrupted","Great Expectations",58
"breakfast, “that the man did not say what he had done and would do","Great Expectations",58
"again.”","Great Expectations",58
"","Great Expectations",58
"“Squires of the Boar!” Pumblechook was now addressing the landlord,","Great Expectations",58
"“and William! I have no objections to your mentioning, either up town","Great Expectations",58
"or down town, if such should be your wishes, that it was right to do","Great Expectations",58
"it, kind to do it, benevolent to do it, and that I would do it again.”","Great Expectations",58
"","Great Expectations",58
"With those words the Impostor shook them both by the hand, with an air,","Great Expectations",58
"and left the house; leaving me much more astonished than delighted by","Great Expectations",58
"the virtues of that same indefinite “it.” I was not long after him in","Great Expectations",58
"leaving the house too, and when I went down the High Street I saw him","Great Expectations",58
"holding forth (no doubt to the same effect) at his shop door to a","Great Expectations",58
"select group, who honoured me with very unfavourable glances as I","Great Expectations",58
"passed on the opposite side of the way.","Great Expectations",58
"","Great Expectations",58
"But, it was only the pleasanter to turn to Biddy and to Joe, whose","Great Expectations",58
"great forbearance shone more brightly than before, if that could be,","Great Expectations",58
"contrasted with this brazen pretender. I went towards them slowly, for","Great Expectations",58
"my limbs were weak, but with a sense of increasing relief as I drew","Great Expectations",58
"nearer to them, and a sense of leaving arrogance and untruthfulness","Great Expectations",58
"further and further behind.","Great Expectations",58
"","Great Expectations",58
"The June weather was delicious. The sky was blue, the larks were","Great Expectations",58
"soaring high over the green corn, I thought all that countryside more","Great Expectations",58
"beautiful and peaceful by far than I had ever known it to be yet. Many","Great Expectations",58
"pleasant pictures of the life that I would lead there, and of the","Great Expectations",58
"change for the better that would come over my character when I had a","Great Expectations",58
"guiding spirit at my side whose simple faith and clear home wisdom I","Great Expectations",58
"had proved, beguiled my way. They awakened a tender emotion in me; for","Great Expectations",58
"my heart was softened by my return, and such a change had come to pass,","Great Expectations",58
"that I felt like one who was toiling home barefoot from distant travel,","Great Expectations",58
"and whose wanderings had lasted many years.","Great Expectations",58
"","Great Expectations",58
"The schoolhouse where Biddy was mistress I had never seen; but, the","Great Expectations",58
"little roundabout lane by which I entered the village, for quietness’","Great Expectations",58
"sake, took me past it. I was disappointed to find that the day was a","Great Expectations",58
"holiday; no children were there, and Biddy’s house was closed. Some","Great Expectations",58
"hopeful notion of seeing her, busily engaged in her daily duties,","Great Expectations",58
"before she saw me, had been in my mind and was defeated.","Great Expectations",58
"","Great Expectations",58
"But the forge was a very short distance off, and I went towards it","Great Expectations",58
"under the sweet green limes, listening for the clink of Joe’s hammer.","Great Expectations",58
"Long after I ought to have heard it, and long after I had fancied I","Great Expectations",58
"heard it and found it but a fancy, all was still. The limes were there,","Great Expectations",58
"and the white thorns were there, and the chestnut-trees were there, and","Great Expectations",58
"their leaves rustled harmoniously when I stopped to listen; but, the","Great Expectations",58
"clink of Joe’s hammer was not in the midsummer wind.","Great Expectations",58
"","Great Expectations",58
"Almost fearing, without knowing why, to come in view of the forge, I","Great Expectations",58
"saw it at last, and saw that it was closed. No gleam of fire, no","Great Expectations",58
"glittering shower of sparks, no roar of bellows; all shut up, and","Great Expectations",58
"still.","Great Expectations",58
"","Great Expectations",58
"But the house was not deserted, and the best parlour seemed to be in","Great Expectations",58
"use, for there were white curtains fluttering in its window, and the","Great Expectations",58
"window was open and gay with flowers. I went softly towards it, meaning","Great Expectations",58
"to peep over the flowers, when Joe and Biddy stood before me, arm in","Great Expectations",58
"arm.","Great Expectations",58
"","Great Expectations",58
"At first Biddy gave a cry, as if she thought it was my apparition, but","Great Expectations",58
"in another moment she was in my embrace. I wept to see her, and she","Great Expectations",58
"wept to see me; I, because she looked so fresh and pleasant; she,","Great Expectations",58
"because I looked so worn and white.","Great Expectations",58
"","Great Expectations",58
"“But dear Biddy, how smart you are!”","Great Expectations",58
"","Great Expectations",58
"“Yes, dear Pip.”","Great Expectations",58
"","Great Expectations",58
"“And Joe, how smart _you_ are!”","Great Expectations",58
"","Great Expectations",58
"“Yes, dear old Pip, old chap.”","Great Expectations",58
"","Great Expectations",58
"I looked at both of them, from one to the other, and then—","Great Expectations",58
"","Great Expectations",58
"“It’s my wedding-day!” cried Biddy, in a burst of happiness, “and I am","Great Expectations",58
"married to Joe!”","Great Expectations",58
"","Great Expectations",58
"They had taken me into the kitchen, and I had laid my head down on the","Great Expectations",58
"old deal table. Biddy held one of my hands to her lips, and Joe’s","Great Expectations",58
"restoring touch was on my shoulder. “Which he warn’t strong enough, my","Great Expectations",58
"dear, fur to be surprised,” said Joe. And Biddy said, “I ought to have","Great Expectations",58
"thought of it, dear Joe, but I was too happy.” They were both so","Great Expectations",58
"overjoyed to see me, so proud to see me, so touched by my coming to","Great Expectations",58
"them, so delighted that I should have come by accident to make their","Great Expectations",58
