"Date","Site1","Site2","Site3","Site4","Site5","Site6"
2018-11-05,56.6,27.3,45.9,56.5,61.1,19.5
2018-11-06,48.5,21.7,48,51.1,61.8,19.3
2018-11-07,59.6,24.9,64.1,70.3,61.2,19.3
2018-11-08,59.1,29.1,52.6,58.6,65.9,19.4
2018-11-09,58.9,25.8,40.9,59.2,59.5,19.4
2018-11-10,63.4,28.5,64.7,63.1,62.2,19.5
2018-11-11,57.5,24.4,56.3,64.5,70.7,19.4
2018-11-12,56.6,27.9,51.5,65.7,56.3,19.3
2018-11-13,53.6,24.5,50.7,54.3,54.8,19.2
2018-11-14,66,28.9,54.6,60.3,70.3,19.4
2018-11-15,53.6,22.5,50.5,57.5,51.1,19.2
2018-11-16,63.7,22.6,41.9,58.1,62.5,19.2
2018-11-17,48.2,27,46,58.1,79.6,19.5
2018-11-18,49.9,24.3,41.7,62,64.7,19.2
2018-11-19,54.1,25.5,52.7,61.6,57.1,19.3
2018-11-20,50.9,24.2,61.4,57.1,72.5,19.4
2018-11-21,53.7,24,36.5,50.1,40.9,19.4
2018-11-22,51,24,47.8,57.9,56.9,19.4
2018-11-23,57.4,23,58.7,54.6,80.8,19.3
2018-11-24,56.8,24.5,69.7,64.6,80.2,19.6
2018-11-25,58.9,18.9,53.2,59.4,67.2,19.5
2018-11-26,58.3,24.9,55.8,61.4,69.6,19.4
2018-11-27,58.1,26.6,51.1,60.8,72.7,19.6
2018-11-28,49.7,25,54.3,55.7,59.6,19.2
2018-11-29,53.5,21.6,49.9,59.1,43.9,19.4
2018-11-30,56.2,31.4,55.8,61.4,68.5,19.6
2018-12-01,63.9,25.5,38.9,64.7,67.7,19.6
2018-12-02,55.9,25.9,47.9,57,68.6,19.5
2018-12-03,50.1,18.9,49.6,59.7,49.2,19.4
2018-12-04,58.5,26.2,57.6,57.6,74,19.7
2018-12-05,60.9,24.7,44.7,56.8,72,19.6
2018-12-06,67.5,30.1,61,67.8,80.1,19.5
2018-12-07,67.9,26.4,50.6,57.1,75.5,19.6
2018-12-08,59,25.4,60.9,62,84.1,19.6
2018-12-09,50.7,24.7,58.7,54.4,62.7,19.6
2018-12-10,52.3,21.2,38.1,58.4,74.1,19.5
2018-12-11,51.5,26,37.6,59.7,52,19.5
2018-12-12,54.8,21.6,45.6,54.7,63.2,19.3
2018-12-13,56,28.9,56.8,58.3,79.7,19.6
2018-12-14,52.8,27.5,49.1,56.7,78.2,19.5
2018-12-15,56.8,27.2,49.9,57.9,56.1,19.5
2018-12-16,64.7,25.3,59.4,61.6,79.3,19.7
2018-12-17,58.1,23.1,49.5,56.5,51.7,19.4
2018-12-18,61.9,24.3,55.2,63.2,80.7,19.8
2018-12-19,73.3,31.3,59.8,61.4,84.9,19.5
2018-12-20,57.7,24.9,50.2,61.4,63.4,19.5
2018-12-21,53.6,28.8,51.4,58.6,69.7,19.6
2018-12-22,59.2,27.9,60.3,62.4,73,19.5
2018-12-23,62.7,27.2,58.3,59.6,80,19.4
2018-12-24,65.6,31.4,60.6,66.3,72.3,19.7
2018-12-25,51.4,29.5,42,62.2,63.5,19.4
2018-12-26,59.2,27.7,61.5,63.6,78.8,19.5
2018-12-27,44.7,25.3,60,54.9,64.5,19.4
2018-12-28,49.7,21.5,41.7,54.3,61.4,19.2
2018-12-29,48.2,24.9,38.7,57.5,54.6,19.4
2018-12-30,56.1,26.4,56.4,56.3,75.1,19.3
2018-12-31,59.1,16.1,49.1,57.5,80.6,19.5
2019-01-01,55.3,30.4,51.5,62.3,71.7,19.4
2019-01-02,48.9,25.2,54.5,57.6,72.9,19.4
2019-01-03,47.7,22.3,40.6,63.1,56.6,19.5
2019-01-04,52.2,21.6,49.3,53.4,68.2,19.4
2019-01-05,72.1,25.3,59.5,55.7,58,19.7
2019-01-06,57.2,25.3,54.6,56.4,63.1,19.6
2019-01-07,66.8,23.8,62.6,63.6,69.9,19.4
2019-01-08,61.1,23.9,35.6,52.8,62.4,19.4
2019-01-09,62.2,26.7,61.5,62.3,78.1,19.6
2019-01-10,52.5,28.2,55.4,65,68.4,19.5
2019-01-11,67.6,26.9,61.8,60.9,70.9,19.4
2019-01-12,63.8,21.9,57.4,55,64.9,19.5
2019-01-13,64.2,28,77.9,54.4,66.2,19.3
2019-01-14,49.5,25.9,51,63.4,77.5,19.5
2019-01-15,57.8,21.3,39.1,51.1,59.1,19.4
2019-01-16,43.1,20.7,47.6,57.8,56.6,19.4
2019-01-17,55.9,22.8,42.4,53.5,65.4,19.2
2019-01-18,46,20.6,35.8,64.3,65,19.3
2019-01-19,56,22.1,41.1,64.4,59.9,19.5
2019-01-20,61.6,22.8,44.2,56.1,69,19.3
2019-01-21,58.5,22.2,50.5,54.7,63.7,19.3
2019-01-22,59,23.7,62.7,55.8,59.6,19.4
2019-01-23,49.4,25.1,46.5,55.9,61.5,19.4
2019-01-24,54,34.6,48.2,65.3,84.7,19.4
2019-01-25,72.8,24.2,53.7,63.9,71.5,19.3
2019-01-26,61.3,24,51.5,69.9,64.3,19.5
2019-01-27,59.5,28.7,61.8,54.2,58.9,19.3
2019-01-28,60.9,21.8,66.6,60.6,68,19.7
2019-01-29,49.3,29.5,58.3,55.6,78.3,19.3
2019-01-30,49.4,28.6,49.6,59,61.3,19.3
2019-01-31,47.1,18.8,53,60.3,59.2,19.4
2019-02-01,65.8,24.8,51.5,58.3,72.7,19.4
2019-02-02,54.5,26,38.2,56,77.1,19.5
2019-02-03,48.8,23.7,53.7,55.7,51.4,19.2
2019-02-04,51.2,20.4,42.2,53.7,58.8,19.3
2019-02-05,55.6,25.2,50.1,54.1,55.1,19.2
2019-02-06,53.7,17.6,44.6,59.2,70.3,19.4
2019-02-07,44.7,30.8,56.9,57.5,72,19.4
2019-02-08,51.5,18.5,51,62.2,71.5,19.4
2019-02-09,57.3,22.4,62.6,64.5,78.7,19.4
2019-02-10,53.1,23.7,47,53.6,74.3,19.3
2019-02-11,51.7,19.9,38.9,56.1,49.7,19.4
2019-02-12,49,25.9,45.9,62.5,81.1,19.4
2019-02-13,53,22.9,61.1,64.4,69,19.6
2019-02-14,66.8,24.2,49.5,60.3,72.3,19.3
2019-02-15,46.5,18.9,53.3,46.7,53.8,19.2
2019-02-16,57.8,25.5,41.5,62.3,71.3,19.3
2019-02-17,54,26.4,63.2,53.7,60,19.4
2019-02-18,48.3,24.9,53.4,58.7,64.5,19.5
2019-02-19,57.9,21.8,48.7,58.7,55.5,19.3
2019-02-20,49.6,21.6,47.9,54.7,56.4,19.4
2019-02-21,71.2,27.3,63.1,65.8,89.7,19.8
2019-02-22,41.3,18.5,60.2,52.3,56,19.3
2019-02-23,53.2,19.5,47.1,58.7,64.8,19.5
2019-02-24,53.5,22,40.3,61.1,80.3,19.5
2019-02-25,52.8,29,65.4,65.4,63.7,19.5
2019-02-26,45.7,24.6,64.3,59.2,70.4,19.6
2019-02-27,42.8,20,50.1,63.6,64.3,19.6
2019-02-28,58.7,21,59.3,56,62.6,19.4
2019-03-01,51.8,32.6,67.4,65.6,71.7,19.7
2019-03-02,63.5,30.8,48.5,60.4,71.2,19.5
2019-03-03,50.4,27.7,48.1,59.3,71.7,19.5
2019-03-04,NA,29.8,66.3,58.3,58.8,19.7
2019-03-05,NA,23.7,60.4,66.5,72.1,19.5
2019-03-06,NA,24.8,54.2,56.6,57.1,19.4
2019-03-07,NA,26.9,55.1,59.3,58.3,19.5
2019-03-08,NA,24.7,48.4,55.8,58.2,19.6
2019-03-09,NA,19.2,53.6,46.2,49.7,19.3
2019-03-10,NA,18.3,49.7,56.9,66.3,19.4
2019-03-11,NA,21,49,50.5,64.6,19.5
2019-03-12,NA,22.2,53.8,57.5,57.4,19.2
2019-03-13,47.6,21.1,36.2,46.2,60.4,19.4
2019-03-14,46.6,21.9,56.3,61.8,57.7,19.5
2019-03-15,54.4,20.6,46.6,53.6,72.2,19.6
2019-03-16,68.4,26,55.7,60.9,53.3,19.6
2019-03-17,51.4,27.5,52.4,57.2,57.6,19.6
2019-03-18,52.4,27.2,39.3,56.9,64.4,19.3
2019-03-19,38.5,18.4,31.6,46.4,49.4,19.3
2019-03-20,42.3,20.7,49.1,50.8,61.8,19.3
2019-03-21,51.1,22.1,44.8,60.3,55.9,19.4
2019-03-22,55.9,21.5,41.8,47.4,56.5,19.3
2019-03-23,52.6,21.1,50.1,56,42.3,19.4
2019-03-24,53.1,26.9,44.5,54,65,19.4
2019-03-25,60.8,27.9,46.7,53.8,72.8,19.7
2019-03-26,32.9,20.8,38.2,51.4,56.7,19.4
2019-03-27,65,27.6,49.5,68,66.4,19.6
2019-03-28,61.4,23.4,50.9,62.6,78.2,19.7
2019-03-29,55.4,23.5,38.3,45.8,55.5,19.3
2019-03-30,53.4,17.6,37.8,51,52.8,19.4
2019-03-31,53.2,21.9,43.7,55.7,52.5,19.5
2019-04-01,53.6,21.8,34.6,62.3,64.6,19.7
2019-04-02,40.8,21.4,46.5,50.4,55.8,19.3
2019-04-03,62.5,22,52.9,52.5,61,19.5
2019-04-04,45.7,24.7,56.8,56.4,56.5,19.4
2019-04-05,51.7,19.2,50.2,62.2,61.2,19.4
2019-04-06,37.7,18.9,46.5,58.4,58.5,19.4
2019-04-07,55.3,28,50.6,59.2,67,19.3
2019-04-08,52.6,24.3,52.1,57,65.3,19.5
2019-04-09,59.4,21.9,52.1,58.2,58.8,19.3
2019-04-10,48.4,27.9,51.4,62.1,69.2,19.4
2019-04-11,42.3,22.8,40.9,52,51.8,19.4
2019-04-12,44.4,23.7,35.7,60.8,48.4,19.5
2019-04-13,52.7,17.8,41.8,52.4,40.4,19.4
2019-04-14,41.3,23.4,44.6,53,46.8,19.5
2019-04-15,51.4,19.8,50.7,57.6,54,19.3
2019-04-16,33.7,21,40,48.4,54.2,19.3
2019-04-17,51.3,17.4,43.7,52.6,47.7,19.4
2019-04-18,47.1,18.2,32.5,49.3,51.7,19.1
2019-04-19,34.3,16.7,38.1,46,51.5,19.2
2019-04-20,31.3,19.5,40.9,57.7,56.9,19.2
2019-04-21,42.7,22.9,43.9,52.1,45.2,19.2
2019-04-22,28.5,21.7,33.4,50.6,46.7,19.3
2019-04-23,50.2,22.4,41.9,52.3,51.6,19.4
2019-04-24,59.5,20.2,54.5,61.9,63.8,19.3
2019-04-25,50.7,21.2,37.5,52.5,43.9,19.3
2019-04-26,43.4,25.1,39,52,66.6,19.6
2019-04-27,59.5,20.7,48.4,55.4,62,19.5
2019-04-28,39.2,17.9,55.9,55.9,63,19.3
2019-04-29,41.4,18.8,45.3,54.3,61.6,19.3
2019-04-30,46.8,22.5,38.1,53.1,51.6,19.4
2019-05-01,55.2,30.3,56.2,59.7,55.4,19.5
2019-05-02,54,21.9,48.3,52.9,57.9,19.3
2019-05-03,60.8,22.5,47.9,49.3,45.5,19.3
2019-05-04,47.6,17.1,36.5,50.4,50.4,19.2
2019-05-05,43.9,20.1,49.8,50.5,50.9,19.4
2019-05-06,32.5,17.8,39.2,53.2,38.6,19.4
2019-05-07,47.6,17.5,40.7,45.4,62.8,19.1
2019-05-08,57,23.4,41.5,52.6,49.7,19.3
2019-05-09,56.3,24.9,43.2,50.7,55.6,19.4
2019-05-10,46.4,20.4,42.4,53.9,54.6,19.2
2019-05-11,49.6,20,44.7,56,60.1,19.4
2019-05-12,37.6,19.1,43,49.2,39.2,19.2
2019-05-13,33.4,19.9,36.7,46.2,39.6,19.1
2019-05-14,44.7,21.3,35.1,49.2,42.5,19.3
2019-05-15,42.1,15.1,36.9,47.8,42.8,19.1
2019-05-16,46.4,19.1,50,49.5,70.2,19.3
2019-05-17,54,22.3,47.7,59.2,52.2,19.4
2019-05-18,49.8,21.7,39.9,46.9,44.3,19.2
2019-05-19,39.9,16.8,34.7,54.9,38.9,19.2
2019-05-20,40.3,19.5,37.7,51.2,60.8,19.1
2019-05-21,44.6,19.9,26.3,46.9,46.8,19.2
2019-05-22,50.2,18.8,38.4,55.8,58.3,19.3
2019-05-23,42.6,18.7,40.8,54.8,53,19.2
2019-05-24,53.9,22.5,38.9,59.4,59.1,19.3
2019-05-25,48,22.3,40.6,61.5,61.6,19.4
2019-05-26,51,21.5,54,51.2,62.1,19.3
2019-05-27,48.6,20.4,43,50.6,55.7,19.5
2019-05-28,31,19.7,39.4,47.6,51.9,19.3
2019-05-29,36,19.9,38.5,54.9,48.7,19.3
2019-05-30,33.7,19.3,32.3,51.8,44,19.2
2019-05-31,37.2,18.4,23.6,40,40.4,19.2
2019-06-01,48.9,23.3,46.6,48.7,56,19.1
2019-06-02,42.4,14.7,38,49.9,43.1,19.4
2019-06-03,48,16.7,30.7,52.2,34.4,19.1
2019-06-04,39.8,18.1,34.7,52.5,45.9,18.9
2019-06-05,52.9,18.3,28.7,45.3,42.5,19.3
2019-06-06,52.3,18.1,29.2,53.2,52,19.3
2019-06-07,43,17.8,39.7,41.4,53.8,18.9
2019-06-08,40.2,19.1,55.9,58.9,67.1,19.3
2019-06-09,59.9,18,42.8,55.3,58.7,19.3
2019-06-10,45.4,18.7,40.4,53.3,52.7,19.2
2019-06-11,45.4,18.7,51.8,55.2,63.9,19.4
2019-06-12,44.1,16.4,30.2,44,38.8,19.2
2019-06-13,38.2,15.9,42.6,62.8,49.8,19.5
2019-06-14,36.6,14.4,27.4,41.9,32.3,19.3
2019-06-15,38.5,18.9,34.6,50,57.5,19
2019-06-16,36.7,9.8,32.9,46.3,42.2,19.1
2019-06-17,32.4,22.3,34.4,47,47.3,19.3
2019-06-18,54,21.6,45.3,56,53.5,19.4
2019-06-19,53.8,19,25.9,49.6,40.1,19.1
2019-06-20,49,19,30.7,46.5,55.3,19.3
2019-06-21,44.9,18.1,40.1,55.5,58.8,19
2019-06-22,49.4,23.6,43.3,49.9,47.5,18.9
2019-06-23,40.2,17.4,41.3,57.2,35.5,19
2019-06-24,50.9,22.3,43.8,49.8,45.3,19.1
2019-06-25,37.7,11,37.9,46.9,49.8,19
2019-06-26,45,19.4,34,49.8,46.3,19
2019-06-27,54.5,23.4,35.1,54.6,58.2,19.1
2019-06-28,42.2,19.1,40.9,52.2,51.4,19.1
2019-06-29,49,19.8,30,46.4,57.2,19
2019-06-30,41.3,18.6,33.9,42.3,49.6,18.9
2019-07-01,40.1,21.5,39,43,53,19
2019-07-02,48.5,21.3,43.8,48.7,63.8,19
2019-07-03,44.9,18.3,36.5,56.2,55.1,19.1
2019-07-04,45.1,18.3,35.4,51.4,43.5,18.8
2019-07-05,30,14.4,39.2,42.2,48.9,18.9
2019-07-06,36,16.9,30.9,49.1,32.6,19
2019-07-07,37.4,16.8,37.1,46.8,45.7,19
2019-07-08,42.7,21.8,50.4,52.3,59.6,19.1
2019-07-09,33.1,20.5,39,49,33.4,19.1
2019-07-10,27.5,16.4,40,53,54.6,19
2019-07-11,35.4,17.3,19.8,48.4,36.1,18.8
2019-07-12,39.1,17.5,42.9,42.8,41.4,18.8
2019-07-13,41,18.9,29.7,44.1,58.4,18.9
2019-07-14,40.3,18.9,46.5,56.2,58.2,19
2019-07-15,49,20.7,37.8,50.3,57.1,18.9
2019-07-16,39.7,17.9,37.1,55.3,45.5,19.1
2019-07-17,46.3,18,50.5,49.6,62.6,19.1
2019-07-18,42.8,18.1,39.2,52.8,63.8,19
2019-07-19,57.5,18.5,41.9,59.4,65.4,19
2019-07-20,36.1,19.4,34,50.4,60.4,18.8
2019-07-21,35.6,16.7,42.4,40.3,48.4,18.9
2019-07-22,50,21.1,51.7,55.9,43.7,19
2019-07-23,27.7,14,35.6,48.3,41.8,18.7
2019-07-24,44.3,20.1,47.2,57.2,63.4,19.2
2019-07-25,47.5,25.1,28.7,48.4,45.9,18.9
2019-07-26,44.4,22.7,37.7,47.1,49,19.1
2019-07-27,59.6,25.2,42.2,52.1,59.7,19.2
2019-07-28,36.8,13.1,35.7,52.8,64.1,19
2019-07-29,35.9,20.9,35.5,38.5,49.5,18.9
2019-07-30,38.3,18.6,31.5,66.5,41.3,18.8
2019-07-31,51.6,18.2,36.9,50,51.8,18.9
2019-08-01,55.4,16.5,47.2,49.9,43.9,18.8
2019-08-02,38.5,21.6,38.3,52.9,55.4,18.7
2019-08-03,50.5,20.5,34,50.9,42.8,18.8
2019-08-04,53.7,24.1,51.1,56,58.2,19.2
2019-08-05,48.4,19.5,28.9,53,37.7,18.9
2019-08-06,38.7,14.9,27.8,49.2,39.4,18.8
2019-08-07,32,17.1,30.1,46.9,57.6,18.8
2019-08-08,36,17.6,30,52.2,46.4,18.7
2019-08-09,46.9,18.8,50.7,56.7,62.1,18.8
2019-08-10,42.9,21.5,47.7,60.4,55.7,18.8
2019-08-11,45.8,18.2,35.8,48,52,18.8
2019-08-12,49.6,21,51.1,51.8,60.2,18.8
2019-08-13,56.7,23.5,41.1,47.2,48.3,19
2019-08-14,37.4,20.3,27.2,45.7,42,18.7
2019-08-15,50,19.3,30.5,44.8,33.7,18.7
2019-08-16,52.4,18.6,40.4,44.9,60.1,18.8
2019-08-17,41,22,33.5,53.5,44.1,18.9
2019-08-18,46.8,22.4,39.2,53.4,54.3,19
2019-08-19,41.7,20.9,35.9,53.8,49,18.8
2019-08-20,58.7,28.1,53.1,63.5,61.1,18.9
2019-08-21,33.7,23.7,35.6,53.2,55.7,18.8
2019-08-22,44.1,17.2,43.9,53.3,41.8,18.8
2019-08-23,53,15.1,42.3,49.2,64,19.1
2019-08-24,50.2,22.6,49.5,55.5,65.1,18.9
2019-08-25,44.8,19.8,36.8,50.9,46.1,18.9
2019-08-26,39.4,18.8,39.7,50.4,55.8,19
2019-08-27,50,18.3,45.8,53.7,72.5,19
2019-08-28,50.6,16.4,40.9,56.5,58.2,19
2019-08-29,47.4,21.3,36.5,45.6,50.1,18.9
2019-08-30,47.4,26.2,29.7,52.8,56.1,18.8
2019-08-31,43.9,16.3,24.5,45,48.8,18.9
2019-09-01,60,23.3,41.2,55,60.9,18.9
2019-09-02,44.4,17,49.7,53.3,58.7,18.9
2019-09-03,51.7,18,46.8,55.6,63.3,19
2019-09-04,46.2,23.3,53.4,52.2,59.1,18.9
2019-09-05,49.1,21.8,50.9,55.7,50.1,18.8
2019-09-06,49.6,21.8,37.7,52.8,57.2,18.9
2019-09-07,42.8,21.7,48.8,55.2,56.2,18.8
2019-09-08,56.5,25.6,49.7,54.8,61.8,19
2019-09-09,51.9,23.2,47.3,49.3,57,18.9
2019-09-10,48.4,19.6,45.2,49.4,56,19
2019-09-11,38.6,23.9,35.6,61,53.3,18.9
2019-09-12,50.9,15.7,49.9,48.9,56.4,19.1
2019-09-13,54.2,28.3,42.9,62.4,58.4,19
2019-09-14,51.6,14,38.7,54.5,48.3,19
2019-09-15,43.4,23.4,44,52.1,40.6,18.9
2019-09-16,47,22,40.4,50.3,41.7,18.7
2019-09-17,54.4,18.4,43.7,52.3,63.4,18.8
2019-09-18,50.4,27,47.9,50,58.9,18.8
2019-09-19,49.2,24.1,35.7,54.4,53.9,18.9
2019-09-20,48,12.3,42.6,52.7,55.5,18.9
2019-09-21,46.7,16.9,40.4,51,60.7,18.9
2019-09-22,47.9,19.8,48.9,58.8,53.7,18.9
2019-09-23,37.7,24.7,37,53.6,49,19
2019-09-24,53.8,26.3,35.3,51.6,45.3,19
2019-09-25,46.4,23.2,40.4,52.4,58.1,18.6
2019-09-26,42.7,26.4,38,57.7,63.3,18.9
2019-09-27,53.8,14.2,40,56,61,18.9
2019-09-28,56.3,22.6,52.5,51.9,56.8,18.9
2019-09-29,47.6,19.3,41.3,61.7,48.8,18.8
2019-09-30,47.1,23.2,60.7,56.6,59.6,19
2019-10-01,56,19.2,40.7,54.7,66.9,19
2019-10-02,59.5,25.1,52,56.8,58.8,19
2019-10-03,53.5,24.8,40,58,64.8,18.9
2019-10-04,47,21.9,47.1,46.5,51.8,18.7
2019-10-05,49.6,23.8,43.9,63.9,40.6,18.8
2019-10-06,32.4,17.1,20.8,44.8,28.4,18.9
2019-10-07,44.9,18.8,52.2,58.7,54.8,18.9
2019-10-08,NA,23.5,41.9,58.9,58.9,18.9
2019-10-09,NA,18.5,39.7,57.2,39.1,18.8
2019-10-10,NA,21.5,51.3,59.1,55.7,18.9
2019-10-11,NA,18.4,39.3,53.4,36,18.9
2019-10-12,NA,19.9,31.2,49,59.9,18.7
2019-10-13,NA,21.4,33,53.7,62.9,18.6
2019-10-14,NA,29.2,39.5,53.3,54.2,18.8
2019-10-15,NA,21.4,50.5,60.2,65.3,19.1
2019-10-16,NA,24,53.9,49.1,51,18.8
2019-10-17,NA,22.5,51.3,48.8,60.5,18.8
2019-10-18,NA,26.1,43.6,58.2,66.4,18.7
2019-10-19,NA,24.7,44.2,56.7,61.5,18.9
2019-10-20,NA,20.6,40.1,56.6,57,19
2019-10-21,NA,20.6,40.7,56.6,53.3,18.8
2019-10-22,NA,28.5,57.2,63.6,62.2,18.8
2019-10-23,NA,17.5,53.5,50.6,62.8,18.9
2019-10-24,51.7,21.2,37.1,62.8,52.1,18.8
2019-10-25,53.6,25.8,53.3,55.8,53.2,18.9
2019-10-26,67.3,27.4,46,68.9,64.3,18.9
2019-10-27,54.2,21.7,45.7,48.9,50.8,18.9
2019-10-28,45.8,23.2,45.3,57,73.4,19.1
2019-10-29,56.4,20.1,41.5,56.2,66.3,18.9
2019-10-30,50.6,23.3,44.2,58.4,49.1,18.8
2019-10-31,54.8,24.1,57.6,52.6,66.3,18.8
2019-11-01,37.8,19.2,45,62.7,60.9,18.7
2019-11-02,59.6,20.2,58,55.7,72.5,19
2019-11-03,43.5,26.7,54.6,50.5,57.5,18.6
2019-11-04,61.3,25.6,51.2,62.1,68.9,19
2019-11-05,59.3,21.1,49.7,52.6,60.2,18.8
2019-11-06,72.3,27.7,47.7,59.3,85.3,19
2019-11-07,50.7,19.6,40.1,55.2,54.1,18.8
2019-11-08,56.6,19.1,49.6,50.1,60.7,18.9
2019-11-09,59,24.8,45.5,52.9,73.5,18.8
2019-11-10,55.5,24.2,45.4,53.6,63.3,18.9
2019-11-11,53.4,17.8,62.1,58.9,63.8,18.8
2019-11-12,54.4,22.1,59.4,61.7,62.7,18.8
2019-11-13,50.2,26,41.4,54.6,73.2,18.7
2019-11-14,59.6,26.5,49.4,60.5,62.8,18.8
2019-11-15,49.4,22.1,46.7,56.3,66.7,18.7
2019-11-16,58.8,25.9,48.6,62.1,72.7,18.9
2019-11-17,50.1,23.8,56.2,55.7,51,18.9
2019-11-18,45.7,19.2,23.8,60.6,50.1,18.6
2019-11-19,52.1,26.4,51.4,63.5,68.9,18.7
2019-11-20,55.3,23,53.4,49.8,60.4,18.9
2019-11-21,63.4,21.1,60.4,51.1,71.2,18.8
2019-11-22,64.1,22.5,49.5,55.2,62.8,18.7
2019-11-23,65.6,30.3,53.8,57.8,68.6,18.9
2019-11-24,48.7,24.8,44,54.6,69.4,18.5
2019-11-25,55.1,22.8,47.6,62.3,64.2,18.5
2019-11-26,57.1,19.8,34,55,52,18.5
2019-11-27,41.4,20.7,42.9,46.2,63.6,18.4
2019-11-28,71.2,22,49,55.1,67.1,18.7
2019-11-29,47.2,27.1,46.7,53.4,55.6,18.4
2019-11-30,60.8,24.3,54.3,55.3,73.6,18.6
2019-12-01,53.4,25.8,46,52.5,64.2,18.5
2019-12-02,46,21.5,47.5,58.2,61.7,18.7
2019-12-03,63.6,27.2,64.3,61.1,70.5,18.8
2019-12-04,54,25.6,58,55.8,61.3,18.4
2019-12-05,54.3,18.1,42.1,62.9,59.2,18.4
2019-12-06,48.3,24.2,48.1,57.3,60.9,18.6
2019-12-07,42.6,22.3,58.1,46.7,59.8,18.4
2019-12-08,55.8,25,58.7,58.3,59.1,18.6
2019-12-09,35.5,19.9,41.1,46.6,53.9,18.7
2019-12-10,69.2,23,53,60.6,76.2,18.6
2019-12-11,69.3,21.9,48.6,59.1,68.6,18.6
2019-12-12,54.2,21.6,43.4,62.3,75.9,18.6
2019-12-13,63.7,28.4,53.6,59.9,73.7,18.6
2019-12-14,52.4,18.8,36.6,52.5,54.9,18.4
2019-12-15,53.7,21.9,49.5,58.2,74.1,18.5
2019-12-16,62.6,27.8,61.2,58.7,58.2,18.5
2019-12-17,58.6,22.7,48.6,58.2,59.6,18.6
2019-12-18,59.5,26.2,59.5,49.5,78.6,18.5
2019-12-19,70.1,29.3,54.3,56.8,90.8,18.6
2019-12-20,53.7,25.8,54.5,62.4,67.6,18.7
2019-12-21,40.7,24.3,33.5,50.5,56,18.3
2019-12-22,53.3,21.7,40.1,58.5,70,18.6
2019-12-23,50.3,24.1,38.8,56,69.2,18.5
2019-12-24,54.8,23.8,34.4,52.4,41.6,18.3
2019-12-25,49.9,26,55,56.6,59.6,18.4
2019-12-26,56,16.7,47.5,50.7,62.4,18.3
2019-12-27,72.1,25.6,62.2,59.9,84.1,18.7
2019-12-28,62.6,28.1,62.1,63.1,69.8,18.6
2019-12-29,53.9,24.5,46.9,63.7,70.5,18.4
2019-12-30,54.3,22.2,64.3,55.9,78.5,18.5
2019-12-31,60.4,26.1,54.4,62.6,71.5,18.7
2020-01-01,53.5,19.3,51.2,51.2,56.9,18.4
2020-01-02,56.5,22.7,53.8,56.8,72.3,18.3
2020-01-03,69.4,24.7,57.6,53.1,64.8,18.4
2020-01-04,50.4,19.1,46.2,58.9,52.7,18.2
2020-01-05,54.5,25.6,43.8,62.4,64.6,18.5
2020-01-06,49.6,22.9,44.7,49.7,79.2,18.6
2020-01-07,65.7,24.5,53.8,56.8,67.5,18.4
2020-01-08,51.7,28.3,56.5,55.2,69,18.4
2020-01-09,62.5,22.2,44.4,57.1,81.8,18.6
2020-01-10,65.7,26.8,42.1,61,59.6,18.6
2020-01-11,46.8,20.7,40.7,53.3,66.4,18.4
2020-01-12,49.4,26.3,40.7,51.8,49.5,18.4
2020-01-13,61.3,18.8,47.6,56.9,67.3,18.5
2020-01-14,47,20.6,48,48.2,55.4,18.4
2020-01-15,60.3,27.7,57.2,58.3,66.8,18.5
2020-01-16,56,19.9,55.5,54.3,68.6,18.3
2020-01-17,53.2,24.9,58.2,58.2,70.4,18.4
2020-01-18,64.3,16,34.3,51.6,63.9,18.3
2020-01-19,49.4,22.9,48,49.4,66.6,18.5
2020-01-20,62.9,23.9,43.4,58.3,68.2,18.6
2020-01-21,52.9,29,63.1,62,67.2,18.7
2020-01-22,63.5,17,50.1,59.8,52,18.4
2020-01-23,65.1,22.3,47.8,52.1,58.7,18.5
2020-01-24,66,21.2,50.3,58.2,67.8,18.4
2020-01-25,52.7,22.5,60,62.4,73.1,18.4
2020-01-26,51.1,22.5,44.4,52.6,54.5,18.4
2020-01-27,38.4,19.3,47.6,54,54.3,18.4
2020-01-28,44.8,20.8,53.6,59.2,63.1,18.2
2020-01-29,53.2,22.1,44.2,55.7,54.7,18.4
2020-01-30,55.2,22.7,48.3,56.2,62.9,18.5
2020-01-31,65,22.4,62,57.7,54.5,18.5
2020-02-01,60,23,43.3,53.7,68.1,18.3
2020-02-02,54.2,27.6,58.3,60.1,71.4,18.4
2020-02-03,58.1,25.1,56.8,57.9,59.9,18.3
2020-02-04,54.7,19,45.1,58.8,64.1,18.3
2020-02-05,57.2,23.4,50.9,62.2,71.5,18.2
2020-02-06,53,23.7,61.6,56.9,71.4,18.5
2020-02-07,50.2,20.6,46.2,60.3,65.6,18.4
2020-02-08,51.4,27.3,47.9,59.7,47.7,18.3
2020-02-09,47.9,20.4,42.9,50.1,65.5,18.3
2020-02-10,57.7,17.8,46.1,58.5,77.4,18.3
2020-02-11,61.3,28,56.9,54.4,77,18.3
2020-02-12,48.7,18.1,43.5,60.1,40.4,18.4
2020-02-13,58.2,26.3,48.9,51.1,63.1,18.4
2020-02-14,59.7,18.1,47,49.4,40.6,18.3
2020-02-15,55.8,14.4,39.7,51.7,66.5,18.2
